,0
0,358.57210525704267
1,309.6721979587106
2,310.6408228978696
3,271.673453278202
4,293.8917317880249
5,233.93208141765814
6,125.33025099442978
7,95.37140180888741
8,62.814104492658544
9,45.34256441278808
10,57.60394972223111
11,61.521978921244255
12,162.17955132906906
13,337.2789896347664
14,435.45095101230595
15,405.113176034105
16,332.1715933014191
17,293.47465283847527
18,339.99699397473483
19,317.1909357072411
20,249.4246829431036
21,213.32992081449498
22,248.91859764048408
23,295.69883262716127
24,358.9070024164709
25,348.00579237551653
26,337.28811484355833
27,339.55414180144726
28,303.3625703427486
29,213.8947777281982
30,109.34112803911879
31,89.52013622601413
32,34.716827852126556
33,33.23449059810358
34,52.880066745481
35,143.865347137965
36,270.64743886263346
37,410.7609314900469
38,360.55690805601273
39,350.80938797913205
40,311.2365323022395
41,273.68273889255505
42,296.15469371407676
43,250.04047916340772
44,203.54799650402887
45,215.4989524937011
46,239.35931432240014
47,328.48708558341673
48,388.04894573879193
49,400.78640936469503
50,374.98688825266555
51,366.6246128089088
52,314.3660296461131
53,189.5323696748686
54,127.89661113708854
55,79.88635179306999
56,58.144653286514284
57,37.21022625971793
58,53.80309060022279
59,93.38141740886371
60,207.66319610614087
61,374.48075864685785
62,344.51079747292874
63,309.66292798457135
64,298.38435461832813
65,273.1286994446353
66,290.17126485693024
67,276.7439544156076
68,240.7859955402504
69,247.01686643933084
70,284.73856581234844
71,376.32334197182195
72,388.419335367865
73,391.9890391735055
74,377.77299220879365
75,342.050655159961
76,284.48018961876915
77,184.5321146742903
78,115.10125135606015
79,56.33494667112555
80,47.04157046462623
81,47.304384464888244
82,53.51423880507082
83,121.83351890767375
84,268.5760688818988
85,306.24927123956354
86,316.18286969879046
87,305.5481976218611
88,317.5620341873254
89,313.4448677732528
90,297.67723080748794
91,246.68400597858266
92,243.85114281525856
93,248.192130184092
94,285.2798733975636
95,336.75746498305364
96,404.00646991311106
97,396.8422724840725
98,356.74775238202835
99,332.47921467264206
100,236.49298041238563
101,156.87635736746853
102,95.85020570740454
103,72.06932255035824
104,64.33609746804001
105,40.59989189233286
106,52.61006439693648
107,101.12850002925987
108,231.818519826032
109,291.2308673290396
110,307.6593556095303
111,307.4149817193763
112,346.57993357459645
113,329.9496149443946
114,306.59278942502226
115,265.4386943063656
116,243.63466807788748
117,247.18568841787913
118,261.4715141519823
119,348.5433809888773
120,421.14857398148456
121,391.2340130084161
122,338.56292847619227
123,266.75340077601317
124,224.5753753635991
125,143.08356434315732
126,74.43954062307523
127,63.03271015098315
128,54.99320152892787
129,53.522625211400424
130,54.46018550378017
131,133.19999479121321
132,229.90015683363555
133,327.78941644733146
134,327.7010896178102
135,323.43143038197786
136,315.8636970512302
137,337.2593314989772
138,305.07258854480284
139,262.8397145374207
140,247.51278509624143
141,266.6074448584729
142,299.7921726618225
143,350.12900083037596
144,375.5698533145596
145,343.1969670832282
146,280.595391554837
147,252.41897007653526
148,200.63883201883112
149,146.42837268572606
150,105.99259573278707
151,77.11226835268096
152,73.57572080349351
153,73.41368345262538
154,60.16188352329206
155,115.66379951206846
156,251.85659476535977
157,333.55632875987294
158,348.3617154536711
159,328.8110804146165
160,298.0896772659222
161,324.7719874499455
162,291.5057667398516
163,265.5331561914697
164,246.861567540989
165,257.959941121168
166,291.7959513745809
167,326.17036080250205
168,343.6298254556396
169,392.9409362271821
170,350.09220048069636
171,306.5819370158791
172,178.3636632234515
173,97.80045451553329
174,85.84728960633674
175,60.24868282880331
176,45.610669836091375
177,57.82251544528748
178,77.9702376554661
179,136.6213790106247
180,274.3733619497509
181,345.2277852950233
182,353.078629726114
183,338.4698293821168
184,319.1967145058522
185,289.8090369983029
186,271.68647217564694
187,234.39084030747503
188,226.34041937337423
189,249.9464278627802
190,301.23878781840824
191,380.5621611967589
192,396.08991199813784
193,373.6330726756435
194,343.38663963971567
195,256.24848025754875
196,179.17997504955784
197,102.44127213435223
198,81.13822261410223
199,45.51165033849986
200,46.25432652188729
201,67.5107516164716
202,124.36144135465524
203,252.52259585772237
204,384.1845096697517
205,366.6926724898002
206,330.5827187355591
207,320.76691933381176
208,300.2507293793439
209,308.7809376179422
210,247.56987193819643
211,217.5011970210733
212,224.99976496319024
213,263.15825820450624
214,302.9526048628535
215,369.56928973138554
216,388.32587685637543
217,371.41420926954146
218,367.43824398013476
219,274.3609770246892
220,162.79855797054626
221,107.81268551791717
222,59.64184646032112
223,52.775416375068204
224,58.46259792457627
225,52.79085135624146
226,133.08865526337087
227,272.34751068694266
228,353.05150369516457
229,314.2265607137069
230,284.1210592393844
231,317.6125423178271
232,344.9828722787481
233,320.6461251312145
234,252.31760500592344
235,203.63880431208932
236,200.8379492662565
237,238.53239718662286
238,322.7233830680597
239,400.44740885645547
240,400.0301252386561
241,371.7224496374221
242,337.1148456984988
243,265.02486009736015
244,155.11015024300602
245,92.3779239886261
246,63.84281703478726
247,50.83390340686611
248,52.30727519317011
249,43.070207714883736
250,132.68527910273474
251,276.9622805270546
252,341.55336123225055
253,303.7944752606309
254,300.7849784058984
255,302.56025083625053
256,312.2059459629461
257,284.4446771814902
258,253.85358718097032
259,239.02622423385958
260,243.7960895520408
261,289.2246891777462
262,358.0410859953068
263,386.6726366219359
264,409.6648181989526
265,384.3652167585202
266,313.3090479259817
267,207.3426956109118
268,127.65738889653704
269,90.11873594542263
270,66.96942905553078
271,53.53250919028886
272,44.73620726752472
273,47.30089012891759
274,150.0015508597031
275,295.2328479497479
276,309.2060036211391
277,300.17730339678326
278,297.4492503449449
279,330.3462320608818
280,337.49347197664565
281,299.5641672397368
282,262.74199293604687
283,255.37017267143722
284,235.7823510337806
285,278.9591737284831
286,349.2016539828476
287,368.27635547078944
288,392.6632862747703
289,414.1599419754291
290,301.7550809499821
291,203.04623481818447
292,145.1199135896032
293,96.13454481724582
294,63.459857780036856
295,53.34281666616721
296,62.65783778805053
297,48.32788545451214
298,156.54480478675507
299,262.61342133996067
300,301.6463621741177
301,319.6861811209884
302,343.7867510921735
303,341.21936261635767
304,303.0873115145225
305,275.49153947654565
306,227.5970424913266
307,219.72682945514137
308,263.87569280241416
309,310.6432040382382
310,338.45233773462934
311,392.20695594845307
312,431.5170076089007
313,359.6919700489204
314,284.0647929423939
315,186.01300427483974
316,114.58896173512699
317,67.41123292802715
318,59.54630133106616
319,61.652327636766984
320,57.351938212026994
321,68.47584727630016
322,163.62913167932138
323,319.3207634328107
324,317.78546202928953
325,297.82990333795465
326,325.1056665836926
327,357.3188966045245
328,316.8401792544146
329,274.8465175037669
330,248.08606148766827
331,242.5312915598828
332,239.66039379749515
333,287.99271111220406
334,340.0219535173824
335,385.1652599547288
336,361.6943543497314
337,358.49273391142333
338,298.9064233880706
339,195.22822216949243
340,123.00412145784546
341,84.89357549795548
342,61.803981817893714
343,55.09635432678181
344,38.461597889897234
345,73.4873041196187
346,155.53720801770618
347,333.8601263291623
348,352.60910079364464
349,306.6977093584956
350,320.9175651494155
351,334.45337472262713
352,305.27812039468864
353,268.8391474533129
354,229.7425847449471
355,235.72324808476824
356,239.53046440228889
357,339.13187625893545
358,397.5398917010725
359,416.7627230827193
360,400.68790902559056
361,342.85286484447147
362,255.07093895452098
363,156.84790348885028
364,94.30334304372903
365,69.40675834651861
366,61.96330357052179
367,57.16180639995474
368,57.91113180550346
369,73.05724121598374
370,184.54825850647478
371,324.19370479825216
372,341.7608049831032
373,294.70138940006143
374,287.5018218031369
375,316.755261898419
376,301.8897925935596
377,290.1042734444641
378,252.07704056596606
379,255.67196474147482
380,289.19371937722906
381,333.8316424990929
382,370.3058058996475
383,357.65108814952976
384,379.9809732543014
385,353.6645799493087
386,264.1137569201868
387,188.61578039022135
388,106.35194326019288
389,59.9986880496451
390,51.66791154870958
391,46.24737778521421
392,53.593150895105424
393,74.67190398130717
394,268.9090815958571
395,371.32964633905146
396,322.7157704075522
397,307.9916769441573
398,321.72664370006254
399,316.685160526939
400,296.5437780405929
401,257.4517798085888
402,250.23692698774693
403,241.70286624374103
404,293.05707719402693
405,305.49014172566285
406,316.8011375378053
407,349.5582559605622
408,365.04900673592033
409,380.063110117246
410,295.07197870547566
411,173.9460737702555
412,113.70036208160474
413,76.95757909116827
414,59.544743855604935
415,53.36252472104175
416,50.07621156262192
417,84.38880369126778
418,248.28438938955742
419,321.43480674360995
420,298.21964659639673
421,266.8794539542463
422,332.18790685849353
423,336.92976569785844
424,299.83711481431374
425,248.26975748166882
426,236.0249765079721
427,223.22494679651433
428,235.71835851036357
429,342.2098870582356
430,393.94999063352157
431,406.83025279482
432,402.32132139935084
433,355.99168789996475
434,240.65618470287174
435,141.54920141843974
436,79.7548649224025
437,58.296527111616285
438,52.86976344627607
439,37.92129367829642
440,61.19039638907961
441,139.95743154563266
442,268.6343144706212
443,398.5088910333711
444,324.8209430968945
445,251.86320405225285
446,303.735301176922
447,324.4726077197048
448,305.17873648777453
449,246.1474400824819
450,254.53445604889953
451,214.95413310083538
452,275.28388606553483
453,337.93626424703086
454,384.9547012529538
455,364.8895751613046
456,382.28985075500765
457,343.8956745362876
458,244.33160277943037
459,154.47117596741077
460,94.58124259156722
461,61.72109616866962
462,56.28396930122213
463,36.413597528943484
464,54.236727710364875
465,114.69856407880107
466,198.9224091981335
467,352.401816783865
468,329.3821747180274
469,292.9818790839383
470,305.5744051416411
471,324.33782119749935
472,324.6611021857794
473,262.1689592761723
474,237.76042474005285
475,266.5582945270913
476,275.1958188152571
477,322.23007767526434
478,333.8650283833383
479,350.41774280354025
480,347.46542826101336
481,333.6914098046817
482,234.3558545165459
483,134.39134371323362
484,74.78855489982493
485,44.66737883271975
486,41.62930330165574
487,53.53965760330314
488,60.01196652633362
489,90.29554934553812
490,223.56977535796204
491,339.61517287512913
492,312.05729691075413
493,318.8385550526764
494,334.0873879568771
495,329.0827899958781
496,294.26320965315745
497,234.48940304543606
498,216.1911679697179
499,224.86968081881957
500,279.08209448411395
501,340.6630343783771
502,425.8897089941127
503,388.39640254008043
504,345.65540216347875
505,316.98122562991614
506,215.3475379241838
507,141.12419032623666
508,81.56668810700774
509,53.37262834390549
510,35.30263830188244
511,39.36141935379382
512,68.41670314404246
513,179.95248287831765
514,329.8805568817973
515,380.2105211761227
516,323.14912797081666
517,318.821317992524
518,307.96768583176447
519,310.7086229995175
520,285.9669596875664
521,240.46102104700174
522,233.57218228435983
523,238.01772392936687
524,300.89562405845516
525,355.8730601856693
526,370.55106834951977
527,364.49340731658504
528,403.51307965787066
529,334.39490948992943
530,190.4550590717389
531,142.99668516710963
532,103.02646358745045
533,73.24813179815249
534,59.487756227831966
535,42.09710503377383
536,59.84601551917834
537,176.7272557045735
538,352.48696875956153
539,358.1155053676648
540,307.91697303301305
541,315.8829258828859
542,311.15296775345536
543,308.63501414780734
544,271.79742732653256
545,213.05377342655063
546,205.94917938535446
547,217.69040033815907
548,282.9533245406629
549,383.42307389411036
550,404.99885134496196
551,389.47816908606086
552,358.75257273420175
553,290.31450767218473
554,190.14073356736083
555,127.95731274480747
556,67.90641028652112
557,64.53884882487486
558,51.55868859008376
559,38.67746798234765
560,71.73494454941707
561,209.3703339769736
562,336.9278887402514
563,343.67804729203476
564,298.2069721406403
565,294.35708249305503
566,304.4880160883623
567,312.29041404717407
568,278.54109140531904
569,246.42583008533313
570,242.44159257950446
571,243.047027469667
572,299.50586674002056
573,375.15822053721564
574,403.3939627365394
575,395.93611129634337
576,326.6164677001509
577,277.23151661763984
578,184.4503971316621
579,117.37610400822925
580,78.7241755844961
581,56.97578792051081
582,55.547183569899545
583,52.76764896539629
584,85.48302005712083
585,195.72828660643677
586,313.5628864747076
587,347.4159185122176
588,298.4369843099548
589,326.6516506714669
590,301.0380531926193
591,300.32342155135075
592,252.95912453088016
593,223.47633681410653
594,250.02504792616585
595,289.5767385348818
596,355.31290814575516
597,407.23564568650204
598,374.26767403936685
599,379.34531360596975
600,321.53885309309067
601,222.72958473740476
602,126.05757206718039
603,90.39779361603968
604,70.89312906263345
605,70.89558508162997
606,46.5438971518675
607,57.88806918809709
608,114.9311071457401
609,283.2394482578035
610,336.99286342167153
611,310.544573909512
612,302.28424821365354
613,321.3862155059836
614,315.5657699663716
615,310.70770448834804
616,251.0395085694428
617,234.85133513348302
618,236.57256641007172
619,299.8577962913515
620,315.58604210690993
621,335.53777200440265
622,346.58854960871844
623,371.4301634092018
624,332.4637098047493
625,222.61159848335538
626,153.09362885723942
627,99.83307979821612
628,59.848491505808994
629,71.13431811514559
630,58.24652815578466
631,56.23111497371161
632,125.58781350691874
633,252.42580649526641
634,362.92272326540666
635,322.94295715663907
636,316.7247413696695
637,323.6042352795442
638,311.61211850809184
639,262.9946334267257
640,240.7538464013432
641,238.8993074554509
642,263.52066577184064
643,256.90712140477314
644,329.99793661896035
645,388.71648371499305
646,361.84087684888976
647,361.5065287993998
648,332.5980021280104
649,223.08087532444395
650,131.23501985292242
651,86.16979684879473
652,64.55284613639162
653,62.859750504252446
654,51.369435353912706
655,55.959475279169396
656,113.41040208275922
657,249.52354831551924
658,314.61504601119947
659,307.83637866980405
660,357.3500860490169
661,330.6780941399241
662,304.2533614441153
663,287.66492742243037
664,245.1438711596278
665,232.76855489782702
666,208.2793923031159
667,279.3753940697657
668,338.8005533060143
669,398.4709625123638
670,373.56759880337034
671,340.96451570210877
672,275.96290293539954
673,181.0272557604482
674,116.21062315620881
675,72.88783580812606
676,49.95097456143341
677,57.06268706419266
678,43.11265890501875
679,66.07352124792132
680,146.80701893150695
681,302.37369323068543
682,374.75858830797665
683,355.9616066591659
684,304.5563652999484
685,308.6286893997004
686,300.6593420520275
687,251.7482584944865
688,226.22630684034374
689,262.7954712521236
690,255.68983327805623
691,293.06501432858886
692,393.60947258508907
693,397.13743405160574
694,364.5808056511198
695,347.46177418396974
696,278.66368768689546
697,191.92182656305835
698,105.44271704062666
699,83.564549738691
